,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
56824, 2000-08-15T18:19:00.640Z, 34.157, 139.209, 10.0, 5.3, mwc, 93.0, , , 0.72, us, usp0009yhc, 2022-04-29T18:49:15.731Z, 62 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56825, 2000-08-15T17:37:12.090Z, 34.113, 139.195, 10.0, 5.2, mb, 167.0, , , 0.85, us, usp0009yh1, 2014-11-07T01:10:51.957Z, 66 km SSE of Shimoda, Japan, earthquake, , , , 71.0, reviewed, us, us
56826, 2000-08-15T17:22:28.240Z, 34.199, 139.167, 10.0, 5.3, mwc, 190.0, , , 0.73, us, usp0009ygy, 2022-04-29T18:49:14.343Z, 56 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56827, 2000-08-15T15:55:26.530Z, 34.106, 139.193, 10.0, 5.3, mwc, 137.0, , , 0.89, us, usp0009ygp, 2022-04-29T18:49:09.067Z, 67 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56828, 2000-08-15T15:02:58.970Z, 34.175, 139.124, 10.0, 5.2, mwc, 123.0, , , 0.87, us, usp0009ygh, 2022-04-29T19:45:54.336Z, 58 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56852, 2000-08-07T05:23:40.090Z, 29.025, 131.207, 33.0, 5.7, mwc, 238.0, , , 1.15, us, usp0009y1v, 2022-04-29T18:47:46.532Z, 149 km SSE of Koshima, Japan, earthquake, , , , , reviewed, us, hrv
56855, 2000-08-06T07:27:12.900Z, 28.856, 139.556, 394.8, 7.4, mwc, 588.0, , , 0.9, us, usp0009xzy, 2022-04-29T18:47:44.258Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, hrv
56870, 2000-08-03T19:23:38.860Z, 34.123, 139.095, 10.0, 5.1, mb, 72.0, , , 1.05, us, usp0009xuk, 2014-11-07T01:10:48.698Z, 62 km SSE of Shimoda, Japan, earthquake, , , , 29.0, reviewed, us, us
56873, 2000-08-03T13:18:09.000Z, 34.172, 139.14, 10.0, 5.3, mwc, 273.0, , , 0.78, us, usp0009xt9, 2022-04-29T18:47:38.534Z, 58 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56874, 2000-08-03T12:13:10.760Z, 34.171, 139.155, 10.0, 5.4, mwc, 119.0, , , 0.91, us, usp0009xsx, 2022-04-29T18:47:37.345Z, 59 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56875, 2000-08-03T11:27:04.140Z, 34.1, 139.152, 10.0, 5.1, mwc, 142.0, , , 1.02, us, usp0009xsk, 2022-04-29T18:47:36.062Z, 66 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56879, 2000-08-03T07:55:20.370Z, 34.151, 139.223, 10.0, 5.3, mwc, 55.0, , , 1.08, us, usp0009xpt, 2022-04-29T18:47:33.679Z, 63 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56880, 2000-08-03T05:30:12.260Z, 31.078, 131.308, 35.0, 5.6, mwc, 165.0, , , 0.92, us, usp0009xpc, 2022-04-29T18:47:32.315Z, 45 km S of Kushima, Japan, earthquake, , 5.6, , , reviewed, us, hrv
56883, 2000-08-02T21:42:27.790Z, 34.15, 139.221, 10.0, 5.3, mwc, 178.0, , , 1.07, us, usp0009xnw, 2022-04-29T18:47:29.963Z, 63 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56884, 2000-08-02T10:23:46.280Z, 34.188, 139.167, 10.0, 5.3, mwc, 120.0, , , 0.89, us, usp0009xmw, 2022-04-29T18:47:28.789Z, 57 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56930, 2000-09-16T23:04:12.980Z, 24.031, 122.468, 33.0, 5.3, mwc, 140.0, , , 1.03, us, usp000a0br, 2016-11-09T23:29:52.434Z, 72 km SW of Yonakuni, Japan, earthquake, , , , , reviewed, us, hrv
56939, 2000-09-13T17:23:37.960Z, 40.289, 143.202, 33.0, 5.2, mwc, 99.0, , , 0.89, us, usp000a078, 2016-11-09T23:28:19.675Z, 129 km ENE of Miyako, Japan, earthquake, , , , , reviewed, us, hrv
56951, 2000-09-10T22:49:45.310Z, 34.43, 139.181, 10.0, 5.3, mwc, 170.0, , , 0.86, us, usp000a01j, 2022-04-29T18:52:52.693Z, 34 km SE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
56989, 2000-10-30T19:20:36.130Z, 34.343, 139.187, 10.0, 5.0, mb, 61.0, , , 1.05, us, usp000a2r0, 2014-11-07T01:11:20.123Z, 43 km SSE of Shimoda, Japan, earthquake, , , , 19.0, reviewed, us, us
56990, 2000-10-30T16:42:51.710Z, 34.3, 136.214, 34.9, 5.5, mwc, 120.0, , , 0.94, us, usp000a2qv, 2022-04-29T18:56:05.435Z, western Honshu, Japan, earthquake, , , , , reviewed, us, hrv
57009, 2000-10-27T04:21:51.600Z, 26.266, 140.46, 388.0, 6.1, mwb, 370.0, , , 0.95, us, usp000a2g0, 2022-04-29T18:55:38.756Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, us
57018, 2000-10-25T03:09:04.140Z, 25.606, 128.352, 40.8, 5.0, mb, 91.0, , , 1.08, us, usp000a2c4, 2014-11-07T01:11:18.703Z, 89 km SE of Itoman, Japan, earthquake, , , , 35.0, reviewed, us, us
57035, 2000-10-21T08:42:56.310Z, 29.564, 127.991, 33.0, 5.1, mb, 78.0, , , 1.19, us, usp000a25q, 2014-11-07T01:11:17.990Z, 196 km NW of Naze, Japan, earthquake, , , , 47.0, reviewed, us, us
57045, 2000-10-18T03:04:07.550Z, 30.878, 131.51, 33.0, 5.0, mb, 77.0, , , 1.06, us, usp000a20c, 2014-11-07T01:11:17.156Z, 51 km ENE of Nishinoomote, Japan, earthquake, , , , 32.0, reviewed, us, us
57056, 2000-10-14T20:02:52.250Z, 23.556, 141.833, 137.5, 5.5, mwc, 246.0, , , 0.82, us, usp000a1s3, 2022-04-29T18:54:50.900Z, Volcano Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57071, 2000-10-08T11:51:17.820Z, 35.363, 133.311, 10.0, 5.2, mwc, 70.0, , , 1.37, us, usp000a1fa, 2022-04-29T18:54:31.596Z, 8 km SSW of Yonago, Japan, earthquake, , , , , reviewed, us, hrv
57072, 2000-10-08T04:17:55.120Z, 35.145, 133.039, 10.0, 5.4, mwc, 76.0, , , 1.08, us, usp000a1em, 2022-04-29T17:49:53.845Z, 32 km N of Sh?bara, Japan, earthquake, , , , , reviewed, us, hrv
57077, 2000-10-06T20:55:19.190Z, 25.21, 128.714, 33.0, 5.2, mwc, 68.0, , , 1.1, us, usp000a1c9, 2016-11-09T23:39:26.271Z, 145 km SE of Itoman, Japan, earthquake, , , , , reviewed, us, hrv
57079, 2000-10-06T04:30:19.150Z, 35.456, 133.134, 10.0, 6.7, mwc, 390.0, , , 1.02, us, usp000a1b0, 2022-04-29T19:18:34.136Z, 8 km ESE of Matsue, Japan, earthquake, , , , , reviewed, us, hrv
57092, 2000-10-03T04:13:30.490Z, 40.282, 143.124, 33.0, 6.3, mwc, 307.0, , , 0.89, us, usp000a166, 2022-04-29T19:18:30.690Z, 123 km NE of Miyako, Japan, earthquake, , , , , reviewed, us, hrv
57097, 2000-10-02T08:04:07.460Z, 29.369, 129.595, 33.0, 5.0, mb, 59.0, , , 1.52, us, usp000a150, 2014-11-07T01:11:12.185Z, 111 km N of Naze, Japan, earthquake, , , , 25.0, reviewed, us, us
57098, 2000-10-02T07:44:10.540Z, 29.52, 129.396, 33.0, 5.7, mwc, 216.0, , , 1.13, us, usp000a14y, 2022-04-29T18:53:52.701Z, 128 km N of Naze, Japan, earthquake, , , , , reviewed, us, hrv
57099, 2000-10-02T07:29:42.740Z, 29.443, 129.388, 33.0, 5.8, mwc, 194.0, , , 1.2, us, usp000a14x, 2022-04-29T19:18:24.660Z, 119 km N of Naze, Japan, earthquake, , , , , reviewed, us, hrv
57100, 2000-10-02T05:21:40.460Z, 29.422, 129.523, 33.0, 5.0, mb, 95.0, , , 1.17, us, usp000a14u, 2014-11-07T01:11:11.974Z, 117 km N of Naze, Japan, earthquake, , , , 45.0, reviewed, us, us
57261, 2000-11-16T09:31:43.170Z, 37.556, 141.402, 49.1, 5.3, mb, 117.0, , , 0.88, us, usp000a3tj, 2014-11-07T01:11:29.351Z, near the east coast of Honshu, Japan, earthquake, , , , 35.0, reviewed, us, us
57300, 2000-11-14T03:52:59.150Z, 42.521, 144.785, 33.0, 5.6, mwc, 350.0, , , 0.74, us, usp000a3k8, 2022-04-29T18:57:33.264Z, 60 km SSE of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
57304, 2000-11-13T15:57:21.610Z, 42.489, 144.765, 33.0, 6.0, mwc, 450.0, , , 0.8, us, usp000a3j6, 2022-04-29T18:57:27.003Z, 62 km SSE of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
57316, 2000-11-09T09:44:52.480Z, 44.047, 138.925, 15.0, 5.3, mwc, 89.0, , , 0.88, us, usp000a39r, 2016-11-09T23:55:26.099Z, 174 km NW of Iwanai, Japan, earthquake, , 6.1, , , reviewed, us, hrv
57320, 2000-11-08T18:36:21.700Z, 23.251, 124.15, 14.4, 5.7, mwb, 191.0, , , 1.02, us, usp000a37v, 2022-04-29T19:16:29.290Z, 121 km S of Ishigaki, Japan, earthquake, , 4.4, , , reviewed, us, us
57331, 2000-11-05T01:53:26.900Z, 36.275, 142.256, 33.0, 5.2, mb, 213.0, , , 0.84, us, usp000a2yx, 2022-04-29T18:56:43.289Z, 141 km ENE of Hasaki, Japan, earthquake, , , , 92.0, reviewed, us, us
57339, 2000-12-30T19:42:52.710Z, 24.317, 122.974, 55.6, 5.1, mb, 96.0, , , 1.0, us, usp000a6yd, 2014-11-07T01:11:47.523Z, 16 km S of Yonakuni, Japan, earthquake, , , , 37.0, reviewed, us, us
57385, 2000-12-19T10:51:05.760Z, 29.375, 131.471, 33.0, 5.0, mb, 58.0, , , 0.94, us, usp000a6bb, 2014-11-07T01:11:44.834Z, 131 km SE of Koshima, Japan, earthquake, , , , 17.0, reviewed, us, us
57405, 2000-12-13T14:27:29.240Z, 28.768, 130.068, 37.2, 5.1, mb, 80.0, , , 0.93, us, usp000a60p, 2014-11-07T01:11:43.738Z, 72 km NE of Naze, Japan, earthquake, , , , 40.0, reviewed, us, us
57409, 2000-12-12T20:32:56.690Z, 24.15, 122.485, 48.0, 5.4, mwc, 123.0, , , 1.11, us, usp000a5z0, 2016-11-10T00:11:05.896Z, 62 km SW of Yonakuni, Japan, earthquake, , 7.8, , , reviewed, us, hrv
57433, 2000-12-07T18:47:55.200Z, 29.382, 131.419, 33.0, 5.2, mb, 151.0, , , 0.92, us, usp000a5p1, 2014-11-07T01:11:41.541Z, 127 km SE of Koshima, Japan, earthquake, , , , 62.0, reviewed, us, us
57446, 2000-12-04T16:47:37.550Z, 35.748, 140.948, 59.8, 5.7, mwc, 208.0, , , 0.97, us, usp000a5gk, 2022-04-29T19:19:17.823Z, 10 km E of Hasaki, Japan, earthquake, , 8.1, , , reviewed, us, hrv
57487, 2001-01-23T16:24:03.200Z, 29.992, 142.036, 54.6, 5.6, mwc, 109.0, , , 1.09, us, usp000a88b, 2022-04-29T19:05:52.213Z, Izu Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57488, 2001-01-23T16:11:35.290Z, 29.94, 142.022, 55.3, 5.4, mwc, 88.0, , , 1.13, us, usp000a886, 2016-11-09T21:43:55.623Z, Izu Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57539, 2001-01-14T08:58:25.000Z, 22.094, 143.751, 87.3, 5.9, mwc, 238.0, , , 0.97, us, usp000a7nc, 2022-04-29T19:04:40.050Z, Volcano Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57547, 2001-01-11T23:00:07.170Z, 35.477, 134.403, 33.0, 5.3, mwc, 172.0, , , 1.07, us, usp000a7hv, 2022-04-29T19:04:19.679Z, 15 km E of Tottori, Japan, earthquake, , , , , reviewed, us, hrv
57574, 2001-01-04T04:18:21.430Z, 36.981, 138.629, 21.4, 5.3, mwc, 240.0, , , 0.78, us, usp000a74c, 2016-11-09T21:35:38.927Z, 20 km WSW of Shiozawa, Japan, earthquake, , 5.4, , , reviewed, us, hrv
57600, 2001-02-26T23:29:12.530Z, 24.266, 125.208, 33.0, 5.0, mwc, 92.0, , , 1.25, us, usp000aafa, 2022-04-29T19:14:03.000Z, 60 km S of Hirara, Japan, earthquake, , , , , reviewed, us, hrv
57605, 2001-02-26T06:08:32.660Z, 37.201, 142.131, 33.0, 5.3, ms, 135.0, , , 0.86, us, usp000aadr, 2022-04-29T19:13:53.926Z, 105 km ESE of Namie, Japan, earthquake, , , , 5.0, reviewed, us, us
57614, 2001-02-24T21:53:54.190Z, 37.217, 142.146, 33.0, 5.9, mwc, 231.0, , , 1.01, us, usp000aa9u, 2022-04-29T19:10:32.477Z, 105 km ESE of Namie, Japan, earthquake, , , , , reviewed, us, hrv
57646, 2001-02-16T23:13:09.090Z, 24.582, 122.449, 109.4, 5.2, mwb, 210.0, , , 0.9, us, usp000a9rs, 2016-11-09T21:53:27.698Z, 57 km WNW of Yonakuni, Japan, earthquake, , , , , reviewed, us, us
57656, 2001-02-14T18:10:01.220Z, 29.178, 139.465, 384.2, 5.2, mwc, 174.0, , , 0.78, us, usp000a9n4, 2016-11-09T21:52:33.922Z, Izu Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57677, 2001-02-08T10:01:29.190Z, 24.263, 125.191, 33.0, 5.1, mwc, 73.0, , , 1.24, us, usp000a994, 2022-04-29T19:07:10.908Z, southwestern Ryukyu Islands, Japan, earthquake, , , , , reviewed, us, hrv
57679, 2001-02-08T05:41:39.990Z, 24.269, 125.112, 15.7, 5.8, mwc, 206.0, , , 1.06, us, usp000a98q, 2022-04-29T19:19:36.971Z, 62 km SSW of Hirara, Japan, earthquake, , 3.5, , , reviewed, us, hrv
57702, 2001-03-30T21:09:43.570Z, 36.771, 139.309, 10.0, 5.0, mb, 77.0, , , 1.07, us, usp000ac92, 2014-11-07T01:12:26.738Z, 27 km W of Nikk?, Japan, earthquake, , , , 30.0, reviewed, us, us
57715, 2001-03-25T20:40:51.440Z, 34.017, 132.542, 42.9, 5.2, mwc, 214.0, , , 0.76, us, usp000ac1b, 2022-04-29T19:15:10.183Z, 22 km WNW of H?j?, Japan, earthquake, , , , , reviewed, us, hrv
57719, 2001-03-24T21:24:32.810Z, 38.383, 143.255, 33.0, 5.2, mwc, 202.0, , , 0.9, us, usp000abzh, 2016-11-09T22:09:00.059Z, 154 km ESE of ?funato, Japan, earthquake, , , , , reviewed, us, hrv
57720, 2001-03-24T06:27:53.580Z, 34.083, 132.526, 50.0, 6.8, mwc, 596.0, , , 0.85, us, usp000abyg, 2022-04-29T19:10:08.722Z, 16 km SSW of Kure, Japan, earthquake, , , , , reviewed, us, hrv
57778, 2001-03-05T11:08:34.960Z, 28.564, 129.002, 79.8, 5.5, mwc, 214.0, , , 1.07, us, usp000aayc, 2022-04-29T19:14:49.913Z, 51 km WNW of Naze, Japan, earthquake, , , , , reviewed, us, hrv
57789, 2001-03-03T03:03:02.300Z, 22.008, 145.081, 41.9, 5.2, mwc, 146.0, , , 0.8, us, usp000aatc, 2016-11-09T21:59:55.792Z, Volcano Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57803, 2001-04-26T17:48:57.470Z, 43.097, 145.923, 86.0, 6.0, mwc, 490.0, , , 0.81, us, usp000adzy, 2022-04-29T19:12:28.092Z, 37 km SE of Nemuro, Japan, earthquake, , , , , reviewed, us, hrv
57806, 2001-04-25T14:40:06.040Z, 32.824, 132.023, 33.0, 5.7, mwc, 305.0, , , 0.75, us, usp000ady8, 2022-04-29T19:12:15.150Z, 18 km SE of Saiki, Japan, earthquake, , , , , reviewed, us, hrv
57812, 2001-04-23T13:55:27.810Z, 33.016, 136.609, 417.3, 5.4, mwb, 276.0, , , 0.76, us, usp000aduk, 2016-11-09T22:21:46.265Z, 98 km SE of Shing?, Japan, earthquake, , , , , reviewed, us, us
57846, 2001-04-14T23:27:26.660Z, 30.092, 141.768, 10.0, 6.0, mwc, 358.0, , , 1.17, us, usp000ad8z, 2022-04-29T17:50:26.626Z, Izu Islands, Japan region, earthquake, , , , , reviewed, us, hrv
57852, 2001-04-13T23:16:17.670Z, 42.729, 145.305, 33.0, 5.6, mwc, 336.0, , , 0.81, us, usp000ad6g, 2022-04-29T19:15:16.975Z, 69 km SSW of Nemuro, Japan, earthquake, , , , , reviewed, us, hrv
57860, 2001-04-12T07:01:50.010Z, 37.493, 141.487, 45.2, 5.4, mwc, 129.0, , , 0.72, us, usp000ad2w, 2016-11-09T22:16:52.820Z, 43 km E of Namie, Japan, earthquake, , 7.8, , , reviewed, us, hrv
57886, 2001-04-03T14:57:10.810Z, 34.898, 138.021, 33.0, 5.4, mwc, 183.0, , , 0.86, us, usp000acgf, 2022-04-29T19:18:41.740Z, 10 km NE of Mori, Japan, earthquake, , , , , reviewed, us, hrv
57889, 2001-04-02T19:54:18.400Z, 40.589, 141.772, 63.8, 5.5, mwc, 309.0, , , 0.85, us, usp000acey, 2022-04-29T19:10:59.042Z, 25 km ENE of Hachinohe, Japan, earthquake, , , , , reviewed, us, hrv
57914, 2001-05-25T06:55:03.440Z, 35.637, 140.576, 45.4, 5.0, mb, 150.0, , , 0.83, us, usp000afgt, 2014-11-07T01:12:50.598Z, 7 km SSE of Y?kaichiba, Japan, earthquake, , , , 65.0, reviewed, us, us
57931, 2001-05-21T05:25:22.490Z, 40.969, 143.092, 33.0, 5.0, mb, 176.0, , , 0.95, us, usp000af9h, 2014-11-07T01:12:49.436Z, 144 km ENE of Hachinohe, Japan, earthquake, , , , 86.0, reviewed, us, us
57945, 2001-05-13T23:17:34.140Z, 27.872, 126.716, 53.5, 5.0, ms, 50.0, , , 1.1, us, usp000aewz, 2014-11-07T01:12:47.639Z, 187 km NW of Nago, Japan, earthquake, , 9.9, , 2.0, reviewed, us, us
57947, 2001-05-12T03:32:55.910Z, 30.489, 130.907, 33.0, 5.1, mwc, 84.0, , , 1.15, us, usp000aetj, 2022-04-29T19:16:00.672Z, 27 km ENE of Koseda, Japan, earthquake, , , , , reviewed, us, hrv
57963, 2001-05-07T14:32:52.170Z, 27.315, 128.346, 55.7, 5.2, mwc, 154.0, , , 1.07, us, usp000aejs, 2022-04-29T19:15:45.073Z, 85 km NNE of Nago, Japan, earthquake, , 6.1, , , reviewed, us, hrv
58098, 2001-06-13T22:27:03.710Z, 23.891, 123.424, 33.0, 5.4, mwc, 111.0, , , 1.0, us, usp000agkc, 2022-04-29T19:22:05.404Z, 76 km SE of Yonakuni, Japan, earthquake, , , , , reviewed, us, hrv
58100, 2001-06-13T13:17:55.150Z, 24.463, 122.397, 77.5, 5.6, mwc, 359.0, , , 0.94, us, usp000agjr, 2022-04-29T19:22:02.761Z, 61 km W of Yonakuni, Japan, earthquake, , , , , reviewed, us, hrv
58198, 2001-07-10T11:28:54.330Z, 27.82, 130.34, 33.0, 5.0, mb, 27.0, , , 1.27, us, usp000ajah, 2014-11-07T01:13:16.215Z, 103 km SE of Naze, Japan, earthquake, , , , 15.0, reviewed, us, us
58199, 2001-07-10T11:26:32.940Z, 28.001, 130.123, 33.0, 5.4, mwc, 139.0, , , 1.45, us, usp000ajag, 2022-04-29T19:25:34.698Z, 74 km ESE of Naze, Japan, earthquake, , , , , reviewed, us, hrv
58217, 2001-07-05T13:12:06.580Z, 43.029, 145.18, 91.8, 5.1, mb, 279.0, , , 0.78, us, usp000aj18, 2014-11-07T01:13:14.973Z, 45 km SW of Nemuro, Japan, earthquake, , , , 114.0, reviewed, us, us
58218, 2001-07-05T05:41:22.420Z, 32.422, 139.576, 33.0, 5.1, mb, 101.0, , , 1.1, us, usp000aj0s, 2014-11-07T01:13:14.916Z, 256 km SSE of Shimoda, Japan, earthquake, , , , 59.0, reviewed, us, us
58219, 2001-07-05T05:08:30.540Z, 32.39, 139.508, 33.0, 5.2, mb, 146.0, , , 1.17, us, usp000aj0r, 2014-11-07T01:13:14.898Z, 258 km SSE of Shimoda, Japan, earthquake, , , , 73.0, reviewed, us, us
58220, 2001-07-05T03:47:31.930Z, 32.214, 139.538, 33.0, 5.6, mwc, 254.0, , , 0.9, us, usp000aj0m, 2022-04-29T19:25:10.934Z, 278 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
58221, 2001-07-05T02:33:25.980Z, 32.301, 139.712, 33.0, 5.0, mb, 84.0, , , 0.97, us, usp000aj0d, 2014-11-07T01:13:14.831Z, 272 km SSE of Shimoda, Japan, earthquake, , , , 50.0, reviewed, us, us
58222, 2001-07-05T02:15:42.080Z, 32.161, 139.615, 33.0, 5.3, mb, 168.0, , , 0.93, us, usp000aj09, 2014-11-07T01:13:14.791Z, 285 km SSE of Shimoda, Japan, earthquake, , , , 86.0, reviewed, us, us
58223, 2001-07-05T02:05:49.320Z, 32.249, 139.581, 33.0, 5.3, mb, 142.0, , , 0.76, us, usp000aj08, 2014-11-07T01:13:14.767Z, 275 km SSE of Shimoda, Japan, earthquake, , , , 70.0, reviewed, us, us
58224, 2001-07-05T01:41:18.090Z, 32.163, 139.581, 33.0, 5.7, mwc, 240.0, , , 0.92, us, usp000aj03, 2022-04-29T19:25:04.669Z, 284 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
58225, 2001-07-04T17:47:45.000Z, 32.156, 139.545, 33.0, 5.9, mwc, 233.0, , , 0.98, us, usp000ahzr, 2022-04-29T19:24:58.529Z, 285 km S of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
58227, 2001-07-04T10:23:31.900Z, 32.192, 139.497, 33.0, 5.5, mwc, 125.0, , , 0.94, us, usp000ahz7, 2022-04-29T19:24:55.729Z, 280 km S of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
58228, 2001-07-04T09:48:31.860Z, 32.153, 139.6, 33.0, 5.6, mwc, 78.0, , , 1.08, us, usp000ahyz, 2022-04-29T19:31:07.248Z, 286 km SSE of Shimoda, Japan, earthquake, , , , , reviewed, us, hrv
58229, 2001-07-04T09:25:09.110Z, 32.104, 139.5, 33.0, 5.0, mb, 122.0, , , 0.79, us, usp000ahyu, 2014-11-07T01:13:13.885Z, 289 km S of Shimoda, Japan, earthquake, , , , 57.0, reviewed, us, us
58237, 2001-07-02T05:56:27.850Z, 28.145, 129.963, 33.0, 5.2, mwc, 124.0, , , 1.16, us, usp000ahuv, 2022-04-29T19:24:48.929Z, 53 km ESE of Naze, Japan, earthquake, , , , , reviewed, us, hrv
58243, 2001-07-01T00:58:02.120Z, 28.094, 130.132, 33.0, 5.1, mwc, 54.0, , , 1.28, us, usp000ahsc, 2022-04-29T19:28:53.194Z, 70 km ESE of Naze, Japan, earthquake, , , , , reviewed, us, hrv
58246, 2001-08-30T06:12:26.550Z, 26.044, 128.434, 33.0, 5.0, mwc, 104.0, , , 1.22, us, usp000an9u, 2016-11-09T23:21:52.613Z, 64 km ESE of Katsuren-haebaru, Japan, earthquake, , , , , reviewed, us, hrv
58248, 2001-08-29T20:52:27.300Z, 31.543, 131.693, 41.7, 5.0, ms, 62.0, , , 1.05, us, usp000an94, 2014-11-07T01:13:39.192Z, 31 km ESE of Nichinan, Japan, earthquake, , 8.2, , 2.0, reviewed, us, us
58288, 2001-08-24T09:48:02.460Z, 41.122, 142.191, 58.8, 5.2, mwc, 339.0, , , 0.85, us, usp000amyn, 2016-11-09T23:19:13.331Z, 83 km NE of Misawa, Japan, earthquake, , , , , reviewed, us, hrv
58302, 2001-08-20T04:12:37.470Z, 25.653, 126.208, 33.0, 5.4, mwb, 274.0, , , 0.97, us, usp000amqz, 2016-11-09T23:17:08.617Z, 131 km NE of Hirara, Japan, earthquake, , , , , reviewed, us, us
58303, 2001-08-17T22:25:49.010Z, 25.748, 126.19, 33.0, 5.9, mwc, 401.0, , , 0.93, us, usp000ammj, 2022-04-29T19:31:50.212Z, 137 km NE of Hirara, Japan, earthquake, , , , , reviewed, us, hrv
58312, 2001-08-13T20:11:23.400Z, 41.046, 142.308, 38.0, 6.4, mwc, 528.0, , , 0.87, us, usp000amdw, 2022-04-29T19:29:34.198Z, 87 km ENE of Misawa, Japan, earthquake, , , , , reviewed, us, hrv
58332, 2001-08-10T07:27:43.570Z, 22.658, 143.872, 33.0, 5.0, mb, 129.0, , , 0.82, us, usp000am58, 2014-11-07T01:13:31.209Z, Volcano Islands, Japan region, earthquake, , , , 49.0, reviewed, us, us
58367, 2001-09-29T09:32:27.830Z, 28.28, 127.523, 33.0, 5.1, mwc, 63.0, , , 1.02, us, usp000apzf, 2016-11-09T23:35:50.435Z, 190 km NNW of Nago, Japan, earthquake, , , , , reviewed, us, hrv
58414, 2001-09-12T22:23:44.090Z, 27.692, 141.907, 33.0, 5.7, mwc, 352.0, , , 0.76, us, usp000ap2k, 2022-04-29T19:33:43.254Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, hrv
58434, 2001-09-04T14:54:40.310Z, 36.748, 141.383, 46.3, 5.3, mwc, 173.0, , , 0.91, us, usp000anmx, 2016-11-09T23:24:06.071Z, 55 km SE of Iwaki, Japan, earthquake, , 6.6, , , reviewed, us, hrv
58441, 2001-09-02T15:03:46.670Z, 36.353, 141.021, 43.2, 5.2, mwc, 81.0, , , 1.19, us, usp000angg, 2022-04-29T19:32:44.911Z, 39 km E of ?arai, Japan, earthquake, , , , , reviewed, us, hrv
58451, 2001-10-30T21:04:24.750Z, 28.579, 128.28, 135.9, 5.5, mwc, 245.0, , , 1.24, us, usp000ary6, 2016-11-09T23:50:43.223Z, 120 km W of Naze, Japan, earthquake, , 6.4, , , reviewed, us, hrv
58468, 2001-10-26T08:44:28.310Z, 30.554, 141.755, 33.0, 5.0, mb, 88.0, , , 0.95, us, usp000arnu, 2014-11-07T01:14:03.658Z, Izu Islands, Japan region, earthquake, , , , 42.0, reviewed, us, us
58469, 2001-10-26T01:18:47.720Z, 25.639, 126.35, 33.0, 5.0, mb, 41.0, , , 0.97, us, usp000arnb, 2014-11-07T01:14:03.112Z, 140 km NE of Hirara, Japan, earthquake, , , , 18.0, reviewed, us, us
58520, 2001-10-11T14:45:31.730Z, 27.542, 141.574, 53.7, 5.1, mb, 64.0, , , 0.84, us, usp000aqq8, 2014-11-07T01:13:58.841Z, Bonin Islands, Japan region, earthquake, , 11.3, , 29.0, reviewed, us, us
58552, 2001-10-04T16:57:29.450Z, 34.92, 141.598, 42.9, 5.2, mwc, 92.0, , , 0.87, us, usp000aq7s, 2016-11-09T23:38:10.737Z, 113 km SE of Hasaki, Japan, earthquake, , 9.0, , , reviewed, us, hrv
58558, 2001-10-02T08:19:49.460Z, 37.739, 141.775, 42.9, 5.6, mwc, 272.0, , , 0.86, us, usp000aq46, 2022-04-29T19:36:41.599Z, 74 km ENE of Namie, Japan, earthquake, , , , , reviewed, us, hrv
58560, 2001-10-02T01:01:34.010Z, 34.548, 141.417, 33.0, 5.9, mwc, 64.0, , , 0.97, us, usp000aq3p, 2022-04-29T19:36:35.300Z, 120 km ESE of Katsuura, Japan, earthquake, , , , , reviewed, us, hrv
58579, 2001-11-26T12:10:10.650Z, 39.191, 143.04, 33.0, 5.2, mwc, 165.0, , , 0.96, us, usp000atgv, 2016-11-10T00:03:23.645Z, 98 km ESE of Yamada, Japan, earthquake, , , , , reviewed, us, hrv
