,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
84683, 2016-07-27T14:47:17.010Z, 36.492, 140.7576, 46.0, 5.3, mww, , 88.0, 0.526, 1.32, us, us20006i35, 2022-05-03T18:53:38.860Z, 15 km SE of Hitachi, Japan, earthquake, 4.8, 1.9, , , reviewed, us, us
84697, 2016-07-25T15:11:54.520Z, 26.5081, 128.702, 21.0, 5.2, mww, , 53.0, 0.504, 0.65, us, us20006hg4, 2016-09-24T22:47:19.040Z, 72 km E of Nago, Japan, earthquake, 5.5, 1.4, , , reviewed, us, us
84723, 2016-07-19T23:50:21.510Z, 39.3201, 142.261, 41.55, 5.0, mb, , 125.0, 1.731, 1.48, us, us20006g0h, 2022-05-03T17:55:26.389Z, 31 km ESE of Yamada, Japan, earthquake, 7.1, 6.2, 0.043, 174.0, reviewed, us, us
84724, 2016-07-19T22:25:32.210Z, 35.9914, 140.0323, 39.28, 5.0, mb, , 108.0, 0.271, 1.09, us, us20006fzz, 2022-05-03T18:53:27.996Z, 5 km ESE of Mitsukaid?, Japan, earthquake, 5.9, 5.3, 0.04, 199.0, reviewed, us, us
84738, 2016-07-17T04:24:01.860Z, 36.0052, 139.9227, 40.22, 5.0, mb, , 95.0, 0.312, 0.79, us, us20006fax, 2022-05-03T18:53:26.763Z, 5 km SSE of Iwai, Japan, earthquake, 5.9, 4.7, 0.029, 373.0, reviewed, us, us
84763, 2016-07-11T05:10:42.140Z, 26.8875, 130.2644, 10.0, 5.0, mb, , 90.0, 1.368, 0.8, us, us100062i0, 2016-09-08T01:50:27.040Z, 181 km SSE of Naze, Japan, earthquake, 7.6, 1.9, 0.039, 212.0, reviewed, us, us
84812, 2016-08-25T17:04:43.270Z, 30.6141, 137.8537, 456.0, 5.9, mww, , 47.0, 2.988, 0.73, us, us20006ty8, 2022-05-03T18:54:26.371Z, Izu Islands, Japan region, earthquake, 4.3, 1.9, , , reviewed, us, us
84827, 2016-08-22T09:33:07.800Z, 29.8814, 139.1356, 391.0, 5.6, mww, , 34.0, 3.275, 1.15, us, us10006fq7, 2022-05-03T17:57:45.582Z, Izu Islands, Japan region, earthquake, 8.3, 1.9, , , reviewed, us, us
84829, 2016-08-22T06:11:08.980Z, 38.3251, 142.113, 35.0, 5.1, mww, , 18.0, 1.139, 0.86, us, us10006fpt, 2016-11-19T04:58:34.040Z, 71 km E of Ishinomaki, Japan, earthquake, 6.2, 1.9, , , reviewed, us, us
84832, 2016-08-21T23:13:09.630Z, 39.7547, 143.637, 5.79, 5.3, mww, , 101.0, 2.222, 0.66, us, us10006fn0, 2016-11-19T04:58:34.040Z, 145 km E of Miyako, Japan, earthquake, 5.7, 3.9, , , reviewed, us, us
84834, 2016-08-21T12:49:13.640Z, 40.6797, 143.7497, 10.0, 5.2, mww, , 100.0, 1.406, 1.07, us, us10006fkm, 2016-11-19T04:58:34.040Z, 191 km E of Hachinohe, Japan, earthquake, 4.9, 1.8, , , reviewed, us, us
84835, 2016-08-21T12:46:58.180Z, 28.5519, 141.8196, 63.07, 5.1, mb, , 56.0, 1.486, 1.24, us, us10006fkl, 2016-11-19T04:58:34.040Z, Bonin Islands, Japan region, earthquake, 8.6, 5.7, 0.046, 155.0, reviewed, us, us
84842, 2016-08-20T16:28:12.900Z, 40.3173, 143.7435, 10.0, 5.2, mww, , 88.0, 1.753, 0.74, us, us10006ffr, 2016-11-19T04:58:32.040Z, 171 km ENE of Miyako, Japan, earthquake, 5.9, 1.8, , , reviewed, us, us
84843, 2016-08-20T16:10:34.670Z, 40.4208, 143.6339, 10.0, 5.2, mww, , 136.0, 1.632, 0.9, us, us10006ffj, 2016-11-19T04:58:32.040Z, 168 km ENE of Miyako, Japan, earthquake, 6.4, 1.9, , , reviewed, us, us
84844, 2016-08-20T15:58:04.590Z, 40.3135, 143.7281, 11.0, 5.8, mww, , 106.0, 1.753, 0.89, us, us10006ffg, 2022-05-03T17:57:39.047Z, 169 km ENE of Miyako, Japan, earthquake, 5.2, 1.8, , , reviewed, us, us
84848, 2016-08-20T09:01:26.210Z, 40.3942, 143.6796, 10.0, 6.0, mww, , 36.0, 1.666, 0.59, us, us10006fdp, 2022-05-03T17:57:37.849Z, 170 km ENE of Miyako, Japan, earthquake, 6.9, 1.8, , , reviewed, us, us
84849, 2016-08-20T05:14:57.910Z, 39.5603, 143.5399, 23.43, 5.3, mww, , 134.0, 2.259, 0.72, us, us10006fcw, 2016-11-19T04:58:32.040Z, 137 km E of Yamada, Japan, earthquake, 6.3, 4.1, , , reviewed, us, us
84860, 2016-08-19T12:07:42.500Z, 36.6132, 141.2096, 37.25, 5.0, mwr, , 27.0, 0.906, 1.12, us, us10006f0e, 2016-11-19T04:58:30.040Z, 45 km ESE of Kitaibaraki, Japan, earthquake, 6.6, 4.6, 0.071, 19.0, reviewed, us, us
84889, 2016-08-15T07:04:41.020Z, 37.4115, 141.7203, 33.0, 5.6, mww, , 13.0, 0.868, 0.97, us, us10006dvd, 2022-05-03T17:57:28.461Z, 64 km E of Namie, Japan, earthquake, 6.0, 1.7, , , reviewed, us, us
84897, 2016-08-13T20:15:07.190Z, 34.5221, 140.3732, 38.44, 5.2, mb, , 53.0, 1.478, 0.88, us, us10006dmp, 2016-11-15T02:21:48.040Z, 68 km SSE of Kamogawa, Japan, earthquake, 5.9, 4.3, 0.037, 243.0, reviewed, us, us
84933, 2016-08-04T16:24:33.530Z, 24.9447, 142.0141, 510.0, 6.3, mww, , 13.0, 2.147, 0.77, us, us10006a2k, 2022-05-03T18:53:51.161Z, Volcano Islands, Japan region, earthquake, 8.0, 1.9, , , reviewed, us, us
84946, 2016-09-29T23:21:01.710Z, 34.523, 141.792, 10.0, 5.1, mww, , 111.0, 2.148, 0.69, us, us10006tze, 2016-12-14T03:17:57.040Z, 151 km ESE of ?hara, Japan, earthquake, 4.7, 1.8, , , reviewed, us, us
84965, 2016-09-26T05:19:58.220Z, 27.4646, 128.578, 38.0, 5.7, mww, , 28.0, 0.682, 0.93, us, us10006sp7, 2022-05-03T18:00:33.302Z, 110 km NNE of Nago, Japan, earthquake, 2.4, 1.8, , , reviewed, us, us
84966, 2016-09-26T05:13:25.570Z, 41.699, 143.0782, 33.73, 5.3, mww, , 114.0, 0.321, 1.17, us, us10006sp5, 2016-12-14T03:17:50.040Z, 91 km SE of Shizunai-furukawach?, Japan, earthquake, 7.1, 4.3, , , reviewed, us, us
84967, 2016-09-26T02:24:37.740Z, 41.8802, 142.2041, 64.0, 5.0, mww, , 76.0, 0.723, 0.93, us, us10006sn0, 2016-12-14T03:17:50.040Z, 52 km SSW of Shizunai-furukawach?, Japan, earthquake, 4.8, 4.3, , , reviewed, us, us
84988, 2016-09-23T15:05:17.090Z, 30.4921, 141.7943, 35.0, 5.1, mww, , 37.0, 3.111, 0.93, us, us10006s08, 2016-12-14T03:17:44.040Z, Izu Islands, Japan region, earthquake, 7.9, 1.9, , , reviewed, us, us
84989, 2016-09-23T10:28:20.430Z, 34.5949, 141.2321, 10.0, 5.0, mww, , 58.0, 1.84, 0.87, us, us10006rxn, 2016-12-14T03:17:44.040Z, 103 km SE of Katsuura, Japan, earthquake, 6.2, 1.8, , , reviewed, us, us
84990, 2016-09-23T06:13:19.110Z, 34.9052, 141.4606, 10.0, 5.3, mww, , 116.0, 1.022, 0.8, us, us10006rwa, 2016-12-14T03:17:43.040Z, 104 km ESE of ?hara, Japan, earthquake, 5.8, 1.9, , , reviewed, us, us
84991, 2016-09-23T05:34:31.480Z, 34.5214, 141.7965, 10.0, 5.2, mww, , 136.0, 1.449, 0.85, us, us10006rvp, 2016-12-14T03:17:43.040Z, 151 km ESE of ?hara, Japan, earthquake, 7.5, 1.9, , , reviewed, us, us
84994, 2016-09-23T00:14:34.700Z, 34.4619, 141.6368, 10.0, 6.2, mww, , 17.0, 1.376, 0.83, us, us10006rte, 2022-05-03T18:55:17.930Z, 142 km ESE of Katsuura, Japan, earthquake, 6.0, 1.7, , , reviewed, us, us
84999, 2016-09-22T16:00:46.020Z, 34.4304, 141.7961, 18.44, 5.0, mb, , 122.0, 2.108, 0.87, us, us10006u4m, 2016-12-12T23:01:37.040Z, 157 km ESE of Katsuura, Japan, earthquake, 3.6, 4.6, 0.067, 72.0, reviewed, us, us
85000, 2016-09-22T15:57:06.940Z, 34.3707, 141.7588, 19.17, 5.3, mww, , 112.0, 1.512, 1.28, us, us10006rp5, 2016-12-12T23:01:37.040Z, 157 km ESE of Katsuura, Japan, earthquake, 3.9, 2.2, , , reviewed, us, us
85001, 2016-09-22T15:56:05.650Z, 34.4727, 141.8318, 10.0, 5.3, mww, , 75.0, 1.5, 1.15, us, us10006rp0, 2016-12-12T23:01:37.040Z, 157 km ESE of ?hara, Japan, earthquake, 5.5, 1.8, , , reviewed, us, us
85009, 2016-09-20T16:21:16.550Z, 30.5017, 142.0478, 9.0, 6.1, mww, , 19.0, 3.225, 0.49, us, us10006r42, 2022-05-03T18:55:08.471Z, Izu Islands, Japan region, earthquake, 4.2, 1.6, , , reviewed, us, us
85036, 2016-09-13T10:12:26.500Z, 35.8978, 139.7844, 74.0, 5.0, mww, , 94.0, 0.467, 0.91, us, us10006p8f, 2016-12-07T02:56:13.040Z, near the south coast of Honshu, Japan, earthquake, 6.5, 5.0, , , reviewed, us, us
85051, 2016-09-09T11:53:15.470Z, 36.3925, 141.1259, 32.09, 5.4, mww, , 37.0, 0.772, 0.78, us, us10006nax, 2022-05-03T17:58:27.317Z, 48 km ESE of Hitachi, Japan, earthquake, 4.5, 3.3, , , reviewed, us, us
85061, 2016-09-07T09:42:03.470Z, 42.3797, 142.638, 112.09, 5.0, mb, , 75.0, 0.53, 0.99, us, us10006mmx, 2016-12-03T02:54:47.040Z, 22 km ENE of Shizunai-furukawach?, Japan, earthquake, 5.8, 5.0, 0.026, 465.0, reviewed, us, us
85062, 2016-09-06T15:22:52.400Z, 24.7815, 125.2019, 35.29, 5.1, mb, , 36.0, 2.018, 0.63, us, us10006mek, 2016-12-03T02:54:45.040Z, 10 km WSW of Hirara, Japan, earthquake, 6.9, 5.8, 0.046, 152.0, reviewed, us, us
85090, 2016-09-02T13:29:37.300Z, 34.4547, 141.4975, 10.0, 5.3, mb, , 101.0, 1.936, 0.85, us, us10006jn9, 2016-12-03T02:54:35.040Z, 132 km SE of Katsuura, Japan, earthquake, 5.1, 1.8, 0.048, 147.0, reviewed, us, us
85128, 2016-10-28T21:57:37.230Z, 25.6815, 125.127, 32.25, 5.1, mb, , 56.0, 2.267, 0.51, us, us100072up, 2017-01-24T02:02:08.040Z, 98 km N of Hirara, Japan, earthquake, 6.1, 2.5, 0.037, 240.0, reviewed, us, us
85151, 2016-10-23T11:46:14.970Z, 23.1844, 142.102, 42.01, 5.0, mb, , 145.0, 3.895, 0.49, us, us100072mv, 2017-01-20T00:31:03.040Z, Volcano Islands, Japan region, earthquake, 14.5, 8.1, 0.107, 28.0, reviewed, us, us
85154, 2016-10-21T05:07:22.990Z, 35.3743, 133.8092, 5.63, 6.2, mww, , 23.0, 0.68, 0.75, us, us20007fta, 2023-02-08T23:44:57.663Z, 6 km S of Kurayoshi, Japan, earthquake, 4.3, 3.3, , , reviewed, us, us
85157, 2016-10-20T06:25:55.980Z, 22.2432, 143.7548, 104.46, 5.6, mww, , 13.0, 5.037, 0.87, us, us20007fj2, 2022-05-03T18:55:39.614Z, Volcano Islands, Japan region, earthquake, 8.2, 3.6, , , reviewed, us, us
85158, 2016-10-20T02:49:53.120Z, 35.8196, 140.5082, 18.91, 5.3, mww, , 29.0, 0.484, 0.74, us, us20007fic, 2022-05-03T18:55:42.047Z, 7 km S of Sawara, Japan, earthquake, 5.1, 3.1, , , reviewed, us, us
85180, 2016-10-13T18:55:09.680Z, 25.1127, 143.1351, 10.0, 5.0, mb, , 60.0, 2.151, 0.81, us, us20007dws, 2017-01-07T00:20:53.040Z, Volcano Islands, Japan region, earthquake, 9.4, 1.8, 0.036, 246.0, reviewed, us, us
85208, 2016-10-04T14:00:47.100Z, 27.8519, 141.9442, 35.0, 5.7, mww, , 16.0, 0.783, 0.85, us, usd0007jx3, 2022-05-03T18:55:27.412Z, Bonin Islands, Japan region, earthquake, 6.4, 1.9, , 35.0, reviewed, us, us
85209, 2016-10-04T12:13:49.040Z, 34.7267, 141.4434, 19.44, 5.2, mww, , 41.0, 1.093, 0.8, us, us10006uxw, 2017-01-03T21:10:44.040Z, 111 km ESE of ?hara, Japan, earthquake, 6.4, 3.4, , , reviewed, us, us
85235, 2016-11-26T12:40:22.910Z, 26.3534, 141.2374, 90.07, 5.0, mb, , 100.0, 1.124, 0.71, us, us10007ck1, 2017-02-23T00:11:49.040Z, Bonin Islands, Japan region, earthquake, 8.5, 6.8, 0.068, 69.0, reviewed, us, us
85246, 2016-11-24T21:55:54.030Z, 24.0887, 122.4318, 24.12, 5.3, mb, , 30.0, 0.649, 0.8, us, us10007c5s, 2017-02-15T23:21:40.040Z, 71 km SW of Yonakuni, Japan, earthquake, 7.3, 3.9, 0.033, 318.0, reviewed, us, us
85251, 2016-11-24T00:35:09.730Z, 31.7455, 138.1936, 345.99, 5.2, mb, , 23.0, 1.919, 0.75, us, us10007by5, 2017-02-15T23:21:38.040Z, Izu Islands, Japan region, earthquake, 7.5, 4.9, 0.034, 291.0, reviewed, us, us
85252, 2016-11-23T21:23:36.900Z, 37.2143, 141.3209, 9.0, 5.9, mww, , 28.0, 0.778, 0.82, us, us10007bwb, 2022-05-03T19:49:48.715Z, 41 km SE of Namie, Japan, earthquake, 4.7, 1.7, , , reviewed, us, us
85254, 2016-11-23T09:59:57.210Z, 27.1773, 140.025, 481.0, 5.8, mww, , 18.0, 1.926, 0.75, us, us10007br5, 2022-05-03T19:49:47.034Z, Bonin Islands, Japan region, earthquake, 8.9, 1.9, , , reviewed, us, us
85257, 2016-11-22T17:53:01.940Z, 25.3524, 125.1913, 78.66, 5.1, mb, , 73.0, 2.166, 0.84, us, us10007bh7, 2017-02-15T23:21:36.040Z, 61 km N of Hirara, Japan, earthquake, 6.5, 5.3, 0.041, 197.0, reviewed, us, us
85258, 2016-11-22T17:41:16.760Z, 37.274, 141.3362, 31.56, 5.1, mb, , 59.0, 0.735, 1.02, us, us10007bh4, 2017-02-15T23:21:36.040Z, 37 km SE of Namie, Japan, earthquake, 4.7, 5.0, 0.096, 39.0, reviewed, us, us
85260, 2016-11-22T14:03:59.010Z, 37.2338, 141.366, 15.91, 5.2, mb, , 88.0, 0.782, 0.55, us, us10007bew, 2022-05-03T19:49:26.326Z, 42 km SE of Namie, Japan, earthquake, 4.9, 3.4, 0.041, 198.0, reviewed, us, us
85265, 2016-11-21T21:43:07.240Z, 37.1999, 141.2239, 10.0, 5.1, mb, , 122.0, 0.751, 0.63, us, us10007ds3, 2017-02-15T23:21:33.040Z, 34 km ENE of Iwaki, Japan, earthquake, 7.2, 1.9, 0.066, 75.0, reviewed, us, us
85266, 2016-11-21T21:42:37.240Z, 37.1374, 141.4529, 10.0, 5.0, mb, , 130.0, 0.9, 1.24, us, us10007drp, 2017-02-15T23:21:33.040Z, 51 km E of Iwaki, Japan, earthquake, 6.0, 1.9, 0.076, 55.0, reviewed, us, us
85267, 2016-11-21T21:39:44.480Z, 37.3023, 141.1967, 24.92, 5.3, mb, , 47.0, 0.651, 0.85, us, us10007b8r, 2017-02-15T23:21:33.040Z, 26 km SE of Namie, Japan, earthquake, 5.0, 3.5, 0.032, 338.0, reviewed, us, us
85268, 2016-11-21T21:16:16.060Z, 37.2228, 141.2155, 10.0, 5.0, mb, , 194.0, 2.507, 0.87, us, us10007drk, 2017-02-15T23:21:33.040Z, 34 km SSE of Namie, Japan, earthquake, 6.5, 2.0, 0.12, 22.0, reviewed, us, us
85269, 2016-11-21T21:10:20.900Z, 37.2516, 141.4718, 10.0, 5.4, mb, , 89.0, 0.82, 0.91, us, us10007b8h, 2017-02-15T23:21:32.040Z, near the east coast of Honshu, Japan, earthquake, 5.0, 1.7, 0.06, 94.0, reviewed, us, us
85270, 2016-11-21T21:08:08.590Z, 37.2087, 141.4787, 10.0, 5.0, mb, , 135.0, 0.857, 0.76, us, us10007drl, 2017-02-15T23:21:32.040Z, 52 km SE of Namie, Japan, earthquake, 4.9, 1.4, 0.188, 9.0, reviewed, us, us
85271, 2016-11-21T20:59:49.270Z, 37.3931, 141.387, 9.0, 6.9, mww, , 10.0, 0.671, 0.77, us, us10007b88, 2022-10-24T18:57:34.065Z, 35 km ESE of Namie, Japan, earthquake, 5.2, 1.7, , , reviewed, us, us
85276, 2016-11-20T21:59:26.990Z, 35.9162, 140.9682, 18.66, 5.0, mb, , 81.0, 1.954, 0.67, us, us10007azu, 2017-02-15T23:21:30.040Z, 23 km NNE of Hasaki, Japan, earthquake, 6.4, 4.0, 0.061, 85.0, reviewed, us, us
85286, 2016-11-19T02:48:01.660Z, 33.8144, 135.42, 41.96, 5.3, mww, , 55.0, 1.288, 0.66, us, us10007ace, 2022-05-03T19:49:12.975Z, 10 km NNE of Tanabe, Japan, earthquake, 6.0, 0.6, , , reviewed, us, us
85350, 2016-11-11T21:42:59.650Z, 38.4973, 141.5658, 42.4, 6.1, mww, , 22.0, 0.876, 1.05, us, us1000770m, 2022-05-03T19:47:15.548Z, 24 km ENE of Ishinomaki, Japan, earthquake, 5.9, 3.5, , , reviewed, us, us
85357, 2016-11-09T22:20:41.640Z, 38.7262, 142.1618, 48.21, 5.0, mww, , 93.0, 1.377, 0.53, us, us100076kd, 2017-02-02T02:21:05.040Z, 54 km SE of ?funato, Japan, earthquake, 6.3, 6.5, , , reviewed, us, us
85370, 2016-11-06T20:25:50.230Z, 26.3169, 128.7411, 14.59, 5.2, mb, , 115.0, 0.665, 0.9, us, us100075wa, 2017-02-02T02:21:02.040Z, 82 km ESE of Nago, Japan, earthquake, 6.0, 3.3, 0.056, 105.0, reviewed, us, us
85382, 2016-11-01T22:37:32.790Z, 37.5171, 141.7017, 14.4, 5.0, mb, , 114.0, 0.804, 0.45, us, us100073ks, 2017-01-24T02:02:14.040Z, 62 km E of Namie, Japan, earthquake, 5.0, 4.1, 0.046, 154.0, reviewed, us, us
85383, 2016-11-01T22:31:55.790Z, 25.7755, 128.4594, 10.0, 5.2, mb, , 91.0, 1.069, 0.86, us, us100073kr, 2017-01-24T02:02:14.040Z, 85 km SE of Katsuren-haebaru, Japan, earthquake, 6.1, 1.9, 0.06, 91.0, reviewed, us, us
85387, 2016-12-30T20:08:26.820Z, 37.3732, 141.459, 9.09, 5.1, mww, , 55.0, 0.726, 0.93, us, us10007ntd, 2022-05-03T19:38:28.321Z, 42 km ESE of Namie, Japan, earthquake, 4.3, 2.7, 0.08, 15.0, reviewed, us, us
85396, 2016-12-28T12:38:49.650Z, 36.8604, 140.4421, 7.0, 5.9, mww, , 33.0, 1.044, 0.91, us, us10007naf, 2022-05-03T18:56:40.398Z, 13 km NE of Daigo, Japan, earthquake, 4.6, 1.7, , , reviewed, us, us
85424, 2016-12-23T17:25:02.600Z, 36.7164, 142.0023, 23.49, 5.1, mb, , 24.0, 1.502, 1.18, us, us10007mba, 2017-03-23T22:51:59.040Z, 106 km ESE of Iwaki, Japan, earthquake, 5.4, 3.5, 0.028, 410.0, reviewed, us, us
85456, 2016-12-19T16:41:12.080Z, 37.3989, 141.5612, 10.0, 5.1, mww, , 62.0, 0.771, 0.61, us, us200082kx, 2017-03-16T02:31:29.040Z, 50 km E of Namie, Japan, earthquake, 4.9, 1.7, 0.071, 19.0, reviewed, us, us
85547, 2016-12-10T04:44:57.310Z, 40.179, 142.3854, 52.02, 5.0, mb, , 126.0, 1.177, 0.6, us, us20007zqv, 2017-03-09T02:14:25.040Z, 70 km NNE of Miyako, Japan, earthquake, 6.5, 6.1, 0.046, 151.0, reviewed, us, us
85649, 2017-01-26T08:06:30.210Z, 40.2435, 142.434, 42.4, 5.1, mww, , 103.0, 1.177, 0.94, us, us10007vh4, 2022-05-03T18:57:25.160Z, 78 km NNE of Miyako, Japan, earthquake, 6.1, 5.4, 0.062, 25.0, reviewed, us, us
85702, 2017-01-13T03:25:30.740Z, 35.6593, 140.772, 49.46, 5.0, mww, , 85.0, 2.205, 0.99, us, us10007t0n, 2022-05-03T18:08:44.953Z, 9 km SW of Hasaki, Japan, earthquake, 6.6, 4.7, , , reviewed, us, us
85703, 2017-01-12T17:04:59.820Z, 41.7468, 132.9867, 497.86, 5.4, mww, , 36.0, 2.558, 0.63, us, us10007swd, 2017-04-01T00:26:10.040Z, Sea of Japan, earthquake, 9.5, 4.9, 0.068, 21.0, reviewed, us, us
85741, 2017-01-04T17:53:20.710Z, 37.1515, 141.3125, 10.0, 5.3, mww, , 17.0, 0.828, 0.94, us, us10007py4, 2022-05-03T19:38:29.495Z, 39 km ENE of Iwaki, Japan, earthquake, 4.9, 1.7, , , reviewed, us, us
85743, 2017-01-04T15:43:59.640Z, 36.902, 140.9426, 53.38, 5.2, mww, , 24.0, 0.973, 0.87, us, us10007pxb, 2022-05-12T18:50:06.821Z, 17 km SSE of Iwaki, Japan, earthquake, 6.3, 4.7, , , reviewed, us, us
85778, 2017-02-26T23:17:08.070Z, 26.9085, 144.0535, 14.59, 5.2, mb, , 23.0, 1.677, 0.72, us, us20008mka, 2017-05-24T02:48:09.040Z, Bonin Islands, Japan region, earthquake, 7.0, 2.4, 0.03, 362.0, reviewed, us, us
85815, 2017-02-19T09:19:31.080Z, 35.6621, 140.7523, 42.0, 5.4, mww, , 82.0, 2.202, 1.27, us, us20008ks7, 2022-05-03T19:38:34.615Z, 10 km SW of Hasaki, Japan, earthquake, 6.4, 1.9, 0.071, 19.0, reviewed, us, us
85828, 2017-02-14T16:26:19.710Z, 23.207, 125.0875, 10.0, 5.1, mb, , 98.0, 2.277, 0.74, us, us20008jpk, 2017-05-13T01:03:19.040Z, 157 km SE of Ishigaki, Japan, earthquake, 8.9, 1.8, 0.053, 114.0, reviewed, us, us
85836, 2017-02-12T13:36:55.050Z, 40.2182, 142.3081, 43.59, 5.0, mb, , 51.0, 1.106, 0.72, us, us20008jc6, 2017-05-13T01:03:17.040Z, 70 km NNE of Miyako, Japan, earthquake, 5.7, 5.7, 0.038, 217.0, reviewed, us, us
85845, 2017-02-10T21:05:26.550Z, 37.2748, 141.7038, 6.78, 5.2, mww, , 60.0, 0.937, 0.6, us, us20008j1z, 2017-05-09T01:24:33.040Z, 66 km ESE of Namie, Japan, earthquake, 4.5, 2.0, , , reviewed, us, us
85872, 2017-02-06T11:58:06.700Z, 33.6378, 142.4697, 16.87, 5.0, mb, , 110.0, 2.282, 0.65, us, us20008hwy, 2017-05-09T01:24:28.040Z, 259 km SE of Katsuura, Japan, earthquake, 8.0, 3.9, 0.055, 108.0, reviewed, us, us
85907, 2017-03-27T22:31:21.050Z, 42.0424, 138.5495, 5.19, 5.1, mww, , 34.0, 2.268, 0.79, us, us20008v4y, 2017-06-16T23:07:59.040Z, 175 km W of Kamiiso, Japan, earthquake, 6.3, 3.1, 0.06, 27.0, reviewed, us, us
85920, 2017-03-24T16:43:27.060Z, 26.8934, 127.2226, 77.39, 5.1, mww, , 33.0, 0.939, 1.01, us, us20008uci, 2017-06-12T19:46:55.040Z, 79 km NW of Ishikawa, Japan, earthquake, 6.9, 4.3, 0.065, 23.0, reviewed, us, us
85968, 2017-03-11T19:57:48.100Z, 37.529, 141.5136, 43.92, 5.3, mww, , 37.0, 0.667, 0.72, us, us100088fi, 2022-05-03T18:12:27.948Z, 45 km E of Namie, Japan, earthquake, 5.8, 4.0, 0.059, 28.0, reviewed, us, us
85969, 2017-03-11T18:48:41.030Z, 30.9973, 130.3866, 138.29, 5.3, mww, , 28.0, 0.513, 0.93, us, us100088fc, 2017-05-31T01:59:02.040Z, 30 km SSE of Makurazaki, Japan, earthquake, 5.8, 3.5, 0.055, 32.0, reviewed, us, us
85974, 2017-03-10T15:53:52.900Z, 29.6888, 140.9677, 109.67, 5.0, mb, , 101.0, 2.797, 1.2, us, us1000887f, 2017-05-31T01:59:01.040Z, Izu Islands, Japan region, earthquake, 8.6, 5.8, 0.061, 86.0, reviewed, us, us
85982, 2017-03-07T16:08:19.040Z, 41.5149, 141.9022, 56.0, 5.7, mww, , 108.0, 0.961, 0.56, us, us100087h5, 2022-05-03T19:53:21.852Z, 62 km ENE of Mutsu, Japan, earthquake, 6.8, 1.9, , , reviewed, us, us
86001, 2017-03-03T08:27:34.530Z, 43.1132, 145.6678, 66.27, 5.1, mww, , 121.0, 2.155, 1.34, us, us100086pe, 2017-05-24T02:48:14.040Z, Hokkaido, Japan region, earthquake, 7.6, 5.6, 0.117, 7.0, reviewed, us, us
86003, 2017-03-02T14:53:42.590Z, 32.6336, 132.1018, 44.42, 5.3, mww, , 61.0, 1.141, 1.19, us, us100086hr, 2022-05-03T18:11:59.354Z, 39 km SSE of Saiki, Japan, earthquake, 2.1, 4.9, 0.066, 22.0, reviewed, us, us
86008, 2017-03-01T06:43:05.520Z, 37.5691, 141.411, 53.9, 5.0, mb, , 99.0, 0.576, 1.01, us, us100085wr, 2022-05-03T18:11:44.940Z, 37 km ENE of Namie, Japan, earthquake, 7.2, 5.8, 0.04, 195.0, reviewed, us, us
86013, 2017-04-29T20:22:59.150Z, 30.7724, 131.4043, 20.55, 5.0, mb, , 73.0, 1.097, 0.61, us, us10008m2m, 2017-07-21T02:32:12.040Z, 38 km E of Nishinoomote, Japan, earthquake, 5.4, 5.0, 0.044, 166.0, reviewed, us, us
86014, 2017-04-29T12:32:34.130Z, 30.815, 131.4147, 31.0, 5.7, mww, , 28.0, 1.076, 0.83, us, us10008m0g, 2022-05-03T18:25:29.848Z, 40 km ENE of Nishinoomote, Japan, earthquake, 5.6, 1.7, 0.036, 75.0, reviewed, us, us
86062, 2017-04-19T17:15:34.560Z, 37.3094, 141.8, 38.46, 5.0, mb, , 123.0, 0.977, 0.65, us, us10008j1y, 2017-07-11T01:48:37.040Z, 73 km ESE of Namie, Japan, earthquake, 7.3, 6.7, 0.032, 318.0, reviewed, us, us
86145, 2017-05-30T06:20:14.470Z, 24.4026, 126.2434, 10.0, 5.0, mb, , 93.0, 2.946, 1.06, us, us10008wcm, 2017-08-15T02:26:47.040Z, 105 km ESE of Hirara, Japan, earthquake, 7.4, 1.9, 0.046, 152.0, reviewed, us, us
86202, 2017-05-15T07:05:36.120Z, 27.2254, 130.0442, 10.0, 5.5, mww, , 12.0, 1.627, 0.94, us, us10008si3, 2022-05-03T18:59:25.308Z, 138 km SSE of Naze, Japan, earthquake, 6.3, 1.7, 0.047, 44.0, reviewed, us, us
86240, 2017-05-09T19:15:49.900Z, 25.7369, 125.1296, 116.83, 5.1, mww, , 27.0, 2.299, 0.98, us, us10008qyg, 2017-08-01T23:02:23.040Z, 104 km N of Hirara, Japan, earthquake, 5.5, 3.8, 0.075, 17.0, reviewed, us, us
86246, 2017-05-09T01:54:14.550Z, 24.45, 126.3174, 10.0, 6.0, mww, , 42.0, 2.959, 0.83, us, us10008qnw, 2022-05-03T18:26:44.563Z, 110 km ESE of Hirara, Japan, earthquake, 6.0, 1.7, 0.039, 62.0, reviewed, us, us
86301, 2017-06-24T22:02:16.970Z, 35.8637, 137.5681, 10.0, 5.2, mww, , 39.0, 0.312, 0.63, us, us20009piw, 2022-05-03T19:59:32.016Z, 31 km ENE of Gero, Japan, earthquake, 4.6, 1.5, 0.068, 21.0, reviewed, us, us
86317, 2017-06-20T14:27:41.000Z, 32.8717, 132.036, 36.76, 5.0, mww, , 89.0, 1.006, 1.05, us, us20009npy, 2022-05-03T18:31:58.433Z, 15 km SE of Saiki, Japan, earthquake, 4.7, 5.9, 0.086, 13.0, reviewed, us, us
